id,KDA,WinRate,BanRate,Builds,CS,Role,Runes,Vision
76,2.975431614,0.42,0,"['4636', '3020', '3100', '3157', '3089', '3165']",1.029028952,Jungle,"[8128, 8143, 8138, 8135, 8304, 8347]",10.07652996
56,3.213062454,0.5,0.01,"['6691', '3006', '3814', '3181', '3142', '6676']",1.306088357,Jungle,"[8008, 9111, 9104, 8014, 8143, 8106]",8.809340899
20,4.649538066,0.53,0.02,"['3068', '3742', '3047', '3075', '3065', '3143']",0.919589893,Jungle,"[8230, 8275, 8234, 8232, 9111, 9104]",7.648423247
2,3.363298781,0.5,0.08,"['6630', '3047', '3053', '6333', '3071', '3065']",1.485950795,Jungle,"[8010, 9111, 9104, 8299, 8304, 8410]",8.307791834
61,3.687779721,0.47,0,"['6655', '3020', '3157', '3165', '3089', '3135']",5.355930524,Middle,"[8230, 8226, 8210, 8237, 8345, 8352]",10.3391703
516,3.26288234,0.51,0.01,"['3068', '3047', '3075', '3001', '3083', '3143']",5.026253711,Top,"[8437, 8446, 8473, 8451, 8345, 8347]",9.176004482
80,3.018172494,0.48,0.06,"['6692', '3047', '3071', '6333', '3053', '3179']",2.781964324,Support,"[8005, 9111, 9105, 8014, 8126, 8105]",13.57079807
78,3.34032066,0.49,0,"['3068', '3047', '3075', '3742', '3143', '3065']",3.529635639,Top,"[8437, 8401, 8473, 8453, 8345, 8352]",10.88634024
555,2.955443605,0.47,0.13,"['6691', '3117', '3142', '3179', '3814', '3026']",1.528556228,Support,"[9923, 8126, 8138, 8106, 8444, 8242]",21.11375748
246,2.669060475,0.42,0,"['6691', '3142', '3117', '3814', '6676', '3179']",4.371732496,Middle,"[8112, 8143, 8138, 8135, 8345, 8352]",10.27419355
133,2.548782992,0.5,0.01,"['6672', '3006', '6676', '3181', '3095', '3031']",4.938920708,Top,"[8005, 9101, 9104, 8017, 8139, 8135]",9.093533807
497,3.834874425,0.47,0,"['2065', '3117', '3050', '3107', '6616', '3504']",1.141870609,Support,"[8465, 8463, 8473, 8242, 8136, 8106]",24.07284886
33,3.984550358,0.54,0.09,"['3068', '3075', '3047', '3742', '3001', '3143']",0.811985312,Jungle,"[8439, 8463, 8429, 8242, 9111, 9104]",7.906044709
421,3.055894015,0.46,0,"['6693', '3047', '3814', '3053', '3071', '6333']",0.681858377,Jungle,"[8010, 9111, 9104, 8014, 8275, 8232]",8.018978397
526,3.191607843,0.51,0.01,"['3190', '3047', '3050', '3075', '3109', '3742']",1.31904665,Support,"[8439, 8463, 8429, 8451, 9111, 9105]",20.37657456
58,2.779616342,0.48,0.05,"['6630', '3047', '3071', '3053', '6333', '3153']",5.833216894,Top,"[8005, 9111, 9104, 8299, 8446, 8473]",9.065173761
107,2.793940186,0.45,0.01,"['6692', '3047', '6676', '3142', '3074', '3508']",1.5429389,Jungle,"[8010, 9111, 9104, 8014, 8143, 8135]",8.234983618
92,2.549862931,0.46,0.01,"['6630', '3074', '3047', '3071', '6333', '3053']",5.393498348,Top,"[8010, 9111, 9104, 8299, 8210, 8236]",8.847608244
68,3.147268503,0.48,0,"['4633', '3020', '3157', '3165', '4637', '3116']",4.996889036,Top,"[8229, 8275, 8234, 8237, 8139, 8135]",9.6157744
13,2.629214954,0.45,0,"['6655', '3020', '3157', '3165', '3089', '3135']",5.94993848,Middle,"[8230, 8226, 8210, 8236, 8139, 8135]",10.02994156
360,2.94841722,0.47,0.42,"['6673', '3006', '6676', '3072', '3031', '3508']",5.543461563,Bottom,"[8010, 8009, 9103, 8014, 8139, 8135]",9.116541353
113,4.424081621,0.5,0,"['3068', '3047', '3075', '3083', '3143', '3001']",0.930571776,Jungle,"[8439, 8463, 8429, 8451, 9111, 9104]",9.068997815
235,3.772551309,0.49,0.03,"['6692', '3009', '6676', '3094', '3179', '3124']",2.198388518,Support,"[8351, 8304, 8345, 8410, 8009, 9104]",18.13649852
147,3.674531723,0.53,0.09,"['4005', '3020', '3116', '6616', '3157', '3504']",1.701493583,Support,"[8214, 8226, 8210, 8237, 8345, 8347]",22.19577607
875,2.668964256,0.49,0.06,"['6631', '3047', '3153', '3053', '3742', '3075']",4.309415354,Top,"[8010, 9111, 9105, 8299, 8444, 8453]",10.44943788
35,3.618352678,0.5,0.06,"['6653', '3006', '6676', '3157', '3508', '4637']",1.073725909,Jungle,"[9923, 8143, 8138, 8105, 9104, 8014]",12.04295161
98,4.224303298,0.5,0.02,"['3068', '3047', '3075', '3748', '3143', '3065']",4.05204748,Top,"[8437, 8401, 8444, 8451, 8126, 8106]",9.895720313
102,3.465287403,0.49,0,"['4636', '3020', '3115', '3165', '3089', '3157']",1.479575539,Jungle,"[8128, 8143, 8138, 8135, 8210, 8236]",9.339820359
27,2.395865031,0.49,0,"['4633', '3116', '3047', '4637', '3742', '3165']",5.392147258,Top,"[8010, 9111, 9105, 8299, 8139, 8135]",9.026553568
14,3.084861383,0.52,0,"['3068', '3047', '3075', '3748', '3143', '3065']",5.075178684,Top,"[8437, 8446, 8429, 8451, 8345, 8352]",9.479892495
15,3.54230997,0.5,0,"['6673', '3006', '3508', '3031', '3046', '6676']",5.879395497,Bottom,"[8008, 8009, 9103, 8014, 8275, 8236]",9.879225927
72,4.335493464,0.52,0,"['6664', '3742', '3047', '3075', '4401', '3053']",0.888063872,Jungle,"[8230, 8275, 8234, 8232, 8304, 8347]",9.03046595
37,3.90976563,0.51,0,"['6617', '3158', '3504', '6616', '3107', '3100']",0.544370318,Support,"[8214, 8226, 8210, 8237, 8009, 8017]",22.51121037
16,3.62380545,0.5,0.01,"['6617', '3158', '3504', '3107', '6616', '3222']",0.626372242,Support,"[8214, 8226, 8210, 8237, 8473, 8453]",21.31600715
50,3.601504973,0.53,0.07,"['6653', '3020', '3157', '4637', '3165', '3116']",1.953267032,Support,"[8112, 8126, 8138, 8106, 8313, 8345]",18.01223204
517,2.73566314,0.47,0.04,"['3152', '3020', '3157', '3165', '3100', '3089']",4.012344546,Middle,"[8021, 8009, 9105, 8299, 8345, 8347]",9.218463681
134,3.155733038,0.48,0.01,"['6655', '3020', '3157', '3165', '3089', '3135']",5.358606752,Middle,"[8112, 8139, 8138, 8135, 8226, 8210]",10.38077256
223,3.124215735,0.46,0,"['3068', '3075', '3047', '3065', '3742', '3083']",3.913834138,Top,"[8437, 8401, 8444, 8453, 8126, 8135]",11.88361788
163,3.303590505,0.46,0,"['6655', '3020', '3157', '3165', '3089', '3116']",1.653479902,Jungle,"[8128, 8126, 8138, 8135, 8275, 8232]",9.481481481
